UIK,UIK.NO,VOTERS,BULL.RECEIVED,BULL.ISS.PRELIMINARY,BULL.ISS.PRELIMINARY.TIK,BULL.ISS.UIK.DAYOFVOTE,BULL.ISS.EXTRA,BULL.CANCELLED,BULL.PORTABLE_BOXES,BULL.STATIONARY_BOXES,BULL.INVALID,BULL.VALID,BULL.LOST,BULL.NOT.RECORDED,TIK.NO,BIKBAEV,BIKBAEV.pct,IVANOVA,IVANOVA.pct,PETROV,PETROV.pct,POLTAVCHENKO,POLTAVCHENKO.pct,SUKHENKO,SUKHENKO.pct
"УИК №621",621,1984,1400,196,41,313,9,923,9,509,28,490,0,0,3,10,0.0193,71,0.1371,13,0.0251,390,0.7529,6,0.0116
"УИК №622",622,2066,1500,200,41,244,5,1092,5,440,18,427,0,0,3,13,0.0292,68,0.1528,10,0.0225,315,0.7079,21,0.0472
"УИК №623",623,1915,1400,186,36,259,7,984,7,440,13,434,0,0,3,13,0.0291,63,0.1409,10,0.0224,325,0.7271,23,0.0515
"УИК №624",624,1996,1400,222,36,535,5,674,5,757,22,740,0,0,3,14,0.0184,80,0.105,15,0.0197,623,0.8176,8,0.0105
"УИК №625",625,1895,1400,230,52,504,6,712,6,734,6,734,0,0,3,16,0.0216,53,0.0716,17,0.023,638,0.8622,10,0.0135
"УИК №626",626,1695,1200,134,30,383,11,702,11,371,16,366,0,0,3,9,0.0236,54,0.1414,17,0.0445,264,0.6911,22,0.0576
"УИК №627",627,1727,1300,149,19,251,6,913,6,404,16,394,0,0,3,14,0.0341,54,0.1317,12,0.0293,301,0.7341,13,0.0317
"УИК №628",628,2251,1600,342,39,268,6,1023,6,610,24,592,0,0,3,11,0.0179,91,0.1477,15,0.0244,456,0.7403,19,0.0308
"УИК №629",629,2150,1500,289,32,333,19,891,19,590,21,588,0,0,3,7,0.0115,76,0.1248,8,0.0131,478,0.7849,19,0.0312
"УИК №630",630,1983,1400,232,28,281,32,883,32,503,18,517,0,0,3,15,0.028,74,0.1383,20,0.0374,388,0.7252,20,0.0374
"УИК №631",631,2272,1600,210,34,341,4,1079,4,546,30,520,0,0,3,12,0.0218,68,0.1236,11,0.02,404,0.7345,25,0.0455
"УИК №632",632,2579,1900,236,33,440,8,1249,8,643,28,623,0,0,3,15,0.023,30,0.0461,10,0.0154,551,0.8464,17,0.0261
"УИК №645",645,218,300,0,0,34,184,82,184,34,2,216,0,0,3,1,0.0046,27,0.1239,8,0.0367,162,0.7431,18,0.0826
"УИК №901",901,1147,1000,203,54,225,3,623,3,428,15,416,0,0,4,5,0.0116,50,0.116,9,0.0209,340,0.7889,12,0.0278
"УИК №902",902,1861,1500,258,45,284,9,994,9,543,23,529,0,0,4,7,0.0127,41,0.0743,5,0.0091,471,0.8533,5,0.0091
"УИК №903",903,2450,2000,148,69,424,30,1467,30,572,43,559,0,0,4,12,0.0199,63,0.1047,16,0.0266,436,0.7243,32,0.0532
"УИК №904",904,2202,2000,125,50,327,75,1523,75,452,36,491,0,0,4,12,0.0228,48,0.0911,14,0.0266,393,0.7457,24,0.0455
"УИК №905",905,2237,2000,169,80,370,14,1527,14,539,25,528,0,0,4,15,0.0271,66,0.1193,16,0.0289,411,0.7432,20,0.0362
"УИК №906",906,2060,2000,262,61,382,16,1401,16,644,44,616,0,0,4,12,0.0182,76,0.1152,14,0.0212,496,0.7515,18,0.0273
"УИК №907",907,2268,2000,301,72,401,16,1354,16,702,35,683,0,0,4,10,0.0139,67,0.0933,14,0.0195,568,0.7911,24,0.0334
"УИК №908",908,1880,1500,295,69,275,6,993,6,576,34,548,0,0,4,9,0.0155,52,0.0893,7,0.012,456,0.7835,24,0.0412
"УИК №909",909,1718,1500,288,64,327,8,941,8,615,25,598,0,0,4,13,0.0209,74,0.1188,12,0.0193,479,0.7689,20,0.0321
"УИК №910",910,1797,1500,111,65,301,18,1135,18,412,28,402,0,0,4,11,0.0256,46,0.107,9,0.0209,323,0.7512,13,0.0302
"УИК №911",911,1935,1500,284,66,301,14,967,14,582,19,577,0,0,4,6,0.0101,60,0.1007,8,0.0134,492,0.8255,11,0.0185
"УИК №912",912,1787,1500,295,70,595,17,663,17,595,39,573,0,0,4,8,0.0131,58,0.0948,5,0.0082,489,0.799,13,0.0212
"УИК №913",913,1950,1500,228,77,346,15,988,15,574,32,557,0,0,4,15,0.0255,63,0.107,13,0.0221,443,0.7521,23,0.039
"УИК №914",914,1860,1500,239,60,309,10,1002,10,548,26,532,0,0,4,11,0.0197,66,0.1183,8,0.0143,432,0.7742,15,0.0269
"УИК №915",915,2180,2000,198,75,408,13,1456,13,606,42,577,0,0,4,14,0.0226,54,0.0872,7,0.0113,485,0.7835,17,0.0275
"УИК №916",916,1907,1500,173,57,256,16,1112,16,429,27,418,0,0,4,11,0.0247,52,0.1169,7,0.0157,333,0.7483,15,0.0337
"УИК №917",917,1905,1500,195,70,384,18,973,18,578,41,555,0,0,4,15,0.0252,70,0.1174,9,0.0151,441,0.7399,20,0.0336
"УИК №918",918,1966,1500,194,75,525,20,836,20,525,37,508,0,0,4,16,0.0294,57,0.1046,12,0.022,413,0.7578,10,0.0183
"УИК №919",919,2017,2000,225,78,470,24,1359,24,689,41,672,0,0,4,16,0.0224,84,0.1178,18,0.0252,534,0.7489,20,0.0281
"УИК №920",920,2105,2000,195,78,308,13,1562,13,503,21,495,0,0,4,6,0.0116,61,0.1182,5,0.0097,397,0.7694,26,0.0504
"УИК №921",921,2224,2000,197,67,535,24,1311,24,730,40,714,0,0,4,33,0.0438,78,0.1034,18,0.0239,554,0.7347,31,0.0411
"УИК №922",922,2215,2000,132,66,309,13,1612,13,441,28,426,0,0,4,15,0.033,57,0.1256,15,0.033,324,0.7137,15,0.033
"УИК №923",923,2145,2000,170,81,367,7,1537,7,538,38,507,0,0,4,9,0.0165,80,0.1468,8,0.0147,389,0.7138,21,0.0385
"УИК №924",924,2136,2000,153,65,385,0,1527,0,537,31,506,0,0,4,17,0.0317,60,0.1117,22,0.041,387,0.7207,20,0.0372
"УИК №925",925,2049,2000,151,79,540,15,1373,15,525,29,511,0,0,4,19,0.0352,63,0.1167,19,0.0352,383,0.7093,27,0.05
"УИК №926",926,2230,2000,178,68,448,41,1401,41,652,52,641,0,0,4,24,0.0346,86,0.1241,23,0.0332,473,0.6825,35,0.0505
"УИК №927",927,2144,2000,180,89,338,20,1551,20,518,33,505,0,0,4,17,0.0316,66,0.1227,17,0.0316,382,0.71,23,0.0428
"УИК №928",928,2071,2000,147,83,351,11,1574,11,498,29,480,0,0,4,5,0.0098,63,0.1238,18,0.0354,370,0.7269,24,0.0472
"УИК №929",929,2057,2000,152,72,500,15,1405,15,478,18,475,0,0,4,16,0.0325,59,0.1197,8,0.0162,381,0.7728,11,0.0223
"УИК №930",930,2113,2000,117,62,275,14,1656,14,392,14,392,0,0,4,20,0.0493,53,0.1305,7,0.0172,302,0.7438,10,0.0246
"УИК №931",931,2165,2000,195,98,372,12,1519,12,567,29,550,0,0,4,11,0.019,66,0.114,11,0.019,439,0.7582,23,0.0397
"УИК №932",932,2050,2000,82,66,372,7,1605,7,528,25,510,0,0,4,16,0.0299,51,0.0953,23,0.043,391,0.7308,29,0.0542
"УИК №933",933,2076,2000,154,76,330,10,1582,10,518,34,494,0,0,4,6,0.0114,82,0.1553,19,0.036,363,0.6875,24,0.0455
"УИК №934",934,2052,2000,163,63,519,18,1363,18,519,39,498,0,0,4,10,0.0186,55,0.1024,7,0.013,408,0.7598,18,0.0335
"УИК №935",935,2048,1500,158,67,299,11,1099,11,454,16,449,0,0,4,17,0.0366,44,0.0946,10,0.0215,363,0.7806,15,0.0323
"УИК №936",936,2190,2000,177,68,377,5,1509,5,554,38,521,0,0,4,4,0.0072,51,0.0912,7,0.0125,441,0.7889,18,0.0322
"УИК №937",937,2188,2000,183,79,664,14,1218,14,664,50,628,0,0,4,18,0.0265,107,0.1578,16,0.0236,473,0.6976,14,0.0206
"УИК №938",938,1998,1500,113,65,273,18,1161,18,386,22,382,0,0,4,13,0.0322,43,0.1064,6,0.0149,306,0.7574,14,0.0347
"УИК №939",939,2108,2000,126,70,350,22,1572,22,475,17,480,0,0,4,16,0.0322,56,0.1127,7,0.0141,391,0.7867,10,0.0201
"УИК №940",940,3447,3000,138,63,398,1290,1237,1289,535,24,1800,0,0,4,14,0.0077,75,0.0411,12,0.0066,1683,0.9227,16,0.0088
"УИК №941",941,2745,2500,334,84,501,8,1741,8,834,43,799,0,0,4,24,0.0285,84,0.0998,26,0.0309,636,0.7553,29,0.0344
"УИК №942",942,1435,1500,315,57,212,16,1014,16,526,21,521,0,0,4,9,0.0166,61,0.1125,4,0.0074,437,0.8063,10,0.0185
"УИК №943",943,2315,2000,273,67,286,8,1500,8,559,44,523,0,0,4,13,0.0229,48,0.0847,10,0.0176,442,0.7795,10,0.0176
"УИК №944",944,2373,2000,296,64,446,21,1301,21,730,50,701,0,0,4,17,0.0226,74,0.0985,22,0.0293,568,0.7563,20,0.0266
"УИК №945",945,1973,1500,210,64,523,18,813,18,572,67,523,0,0,4,29,0.0492,70,0.1186,30,0.0508,371,0.6288,23,0.039
"УИК №946",946,1675,1500,97,52,284,4,1167,4,380,42,342,0,0,4,14,0.0365,47,0.1224,16,0.0417,245,0.638,20,0.0521
"УИК №947",947,1671,1500,253,59,260,15,1031,15,513,53,475,0,0,4,10,0.0189,52,0.0985,15,0.0284,387,0.733,11,0.0208
"УИК №948",948,1533,1500,149,53,231,5,1168,5,372,27,350,0,0,4,15,0.0398,34,0.0902,7,0.0186,282,0.748,12,0.0318
"УИК №949",949,1588,1500,103,67,232,6,1226,6,330,17,319,0,0,4,6,0.0179,52,0.1548,12,0.0357,237,0.7054,12,0.0357
"УИК №950",950,2459,2000,130,56,452,13,1461,13,598,55,556,0,0,4,13,0.0213,71,0.1162,15,0.0245,439,0.7185,18,0.0295
"УИК №951",951,1936,1500,276,66,308,13,969,13,584,52,545,0,0,4,12,0.0201,54,0.0905,10,0.0168,448,0.7504,21,0.0352
"УИК №952",952,2128,2000,289,60,385,3,1383,3,674,35,642,0,0,4,16,0.0236,76,0.1123,17,0.0251,503,0.743,30,0.0443
"УИК №953",953,1962,1500,283,69,346,5,935,5,627,29,603,0,0,4,17,0.0269,46,0.0728,10,0.0158,518,0.8196,12,0.019
"УИК №954",954,1929,1500,224,52,361,17,950,17,583,39,561,0,0,4,21,0.035,56,0.0933,12,0.02,457,0.7617,15,0.025
"УИК №955",955,1733,1500,210,64,238,8,1108,8,446,28,426,0,0,4,5,0.011,37,0.0815,8,0.0176,368,0.8106,8,0.0176
"УИК №956",956,2339,2000,240,60,343,19,1458,18,611,24,605,0,0,4,18,0.0286,57,0.0906,11,0.0175,495,0.787,24,0.0382
"УИК №957",957,2531,2500,170,66,686,15,1695,15,666,35,646,0,0,4,27,0.0396,86,0.1263,21,0.0308,491,0.721,21,0.0308
"УИК №958",958,1949,2000,0,0,32,1917,51,1917,32,5,1944,0,0,4,2,0.001,14,0.0072,5,0.0026,1911,0.9805,12,0.0062
"УИК №1422",1422,1934,1400,168,109,803,18,520,18,945,35,928,0,0,5,18,0.0187,74,0.0768,24,0.0249,796,0.8266,16,0.0166
"УИК №1423",1423,1841,1300,225,155,1040,5,185,5,1265,8,1262,0,0,5,13,0.0102,101,0.0795,15,0.0118,1085,0.8543,48,0.0378
"УИК №1424",1424,1979,1400,175,124,890,3,456,3,1065,12,1056,0,0,5,21,0.0197,116,0.1086,16,0.015,866,0.8109,37,0.0346
"УИК №1425",1425,2150,1500,183,138,1006,15,434,15,1189,19,1185,0,0,5,25,0.0208,84,0.0698,12,0.0099,1008,0.8372,56,0.0465
"УИК №1426",1426,2056,1500,156,111,905,8,542,8,1061,19,1050,0,0,5,30,0.0281,87,0.0814,64,0.0599,648,0.6062,221,0.2067
"УИК №1427",1427,2075,1500,170,130,1021,12,427,12,1191,18,1185,0,0,5,50,0.0416,331,0.2751,47,0.0391,696,0.5786,61,0.0507
"УИК №1428",1428,2613,1800,275,216,1518,10,213,10,1793,33,1770,0,0,5,44,0.0244,195,0.1082,35,0.0194,1416,0.7854,80,0.0444
"УИК №1429",1429,2355,1700,234,186,1379,12,261,12,1613,30,1595,0,0,5,15,0.0092,174,0.1071,18,0.0111,1346,0.8283,42,0.0258
"УИК №1430",1430,2269,1600,209,163,946,7,601,7,939,22,924,0,0,5,8,0.0085,56,0.0592,7,0.0074,831,0.8784,22,0.0233
"УИК №1431",1431,2019,1500,182,149,983,6,478,6,1165,18,1153,0,0,5,150,0.1281,188,0.1605,151,0.1289,502,0.4287,162,0.1383
"УИК №1432",1432,2399,1700,218,188,1160,13,497,13,1378,21,1370,0,0,5,68,0.0489,209,0.1503,112,0.0805,859,0.6175,122,0.0877
"УИК №1433",1433,2331,1700,170,136,1170,12,484,12,1340,16,1336,0,0,5,25,0.0185,192,0.142,49,0.0362,994,0.7352,76,0.0562
"УИК №1434",1434,2192,1600,196,163,1065,11,491,11,1167,14,1164,0,0,5,154,0.1307,208,0.1766,155,0.1316,485,0.4117,162,0.1375
"УИК №1435",1435,2167,1600,297,262,954,5,606,5,1249,11,1243,0,0,5,35,0.0279,241,0.1922,35,0.0279,885,0.7057,47,0.0375
"УИК №1436",1436,2258,1600,223,175,358,6,1188,6,581,7,580,0,0,5,9,0.0153,77,0.1312,9,0.0153,464,0.7905,21,0.0358
"УИК №1437",1437,2398,1700,265,221,1112,14,530,14,1377,20,1371,0,0,5,152,0.1093,214,0.1538,156,0.1121,683,0.491,166,0.1193
"УИК №1438",1438,2080,1500,170,136,902,10,554,10,1072,18,1064,0,0,5,21,0.0194,106,0.098,23,0.0213,883,0.8161,31,0.0287
"УИК №1439",1439,2402,1700,213,158,1029,7,609,7,1242,8,1241,0,0,5,13,0.0104,128,0.1025,38,0.0304,1031,0.8255,31,0.0248
"УИК №1440",1440,2095,1500,185,154,888,16,565,16,872,16,872,0,0,5,9,0.0101,105,0.1182,8,0.009,715,0.8052,35,0.0394
"УИК №1441",1441,2507,1800,161,112,1437,6,308,6,1598,30,1574,0,0,5,31,0.0193,205,0.1278,47,0.0293,1196,0.7456,95,0.0592
"УИК №1442",1442,2358,1700,160,96,1341,8,287,8,1501,20,1489,0,0,5,15,0.0099,164,0.1087,14,0.0093,1220,0.8085,76,0.0504
"УИК №1443",1443,2110,1500,307,214,788,2,617,2,809,23,788,0,0,5,14,0.0173,67,0.0826,12,0.0148,670,0.8261,25,0.0308
"УИК №1444",1444,1946,1400,222,136,785,4,525,4,781,19,766,0,0,5,10,0.0127,54,0.0688,15,0.0191,677,0.8624,10,0.0127
"УИК №1445",1445,2050,1500,213,175,754,17,691,17,967,20,964,0,0,5,19,0.0193,114,0.1159,37,0.0376,737,0.749,57,0.0579
"УИК №1446",1446,2189,1600,196,159,947,17,599,17,1143,20,1140,0,0,5,23,0.0198,120,0.1034,10,0.0086,944,0.8138,43,0.0371
"УИК №1447",1447,2195,1600,201,160,827,3,729,3,1028,19,1012,0,0,5,36,0.0349,203,0.1969,27,0.0262,655,0.6353,91,0.0883
"УИК №1448",1448,1357,1700,234,168,394,27,1213,27,601,17,611,0,0,5,7,0.0111,64,0.1019,14,0.0223,502,0.7994,24,0.0382
"УИК №1449",1449,2145,1500,212,162,791,5,654,5,1003,20,988,0,0,5,13,0.0129,150,0.1488,17,0.0169,705,0.6994,103,0.1022
"УИК №1450",1450,2031,1500,192,167,779,3,693,3,972,12,963,0,0,5,26,0.0267,223,0.2287,43,0.0441,606,0.6215,65,0.0667
"УИК №1451",1451,2105,1500,175,148,1019,6,448,6,1194,14,1186,0,0,5,24,0.02,130,0.1083,40,0.0333,967,0.8058,25,0.0208
"УИК №1452",1452,2008,1400,186,138,635,6,711,6,773,21,758,0,0,5,7,0.009,30,0.0385,9,0.0116,701,0.8999,11,0.0141
"УИК №1453",1453,2378,1700,210,175,854,6,805,6,1064,17,1053,0,0,5,11,0.0103,95,0.0888,14,0.0131,874,0.8168,59,0.0551
"УИК №1454",1454,2115,1500,206,158,780,8,664,8,986,22,972,0,0,5,40,0.0402,192,0.1932,30,0.0302,650,0.6539,60,0.0604
"УИК №1455",1455,2561,1800,196,158,1021,12,729,12,1217,16,1213,0,0,5,45,0.0366,273,0.2221,10,0.0081,832,0.677,53,0.0431
"УИК №1456",1456,2434,1700,334,284,933,23,694,23,1267,25,1265,0,0,5,16,0.0124,115,0.0891,17,0.0132,1084,0.8403,33,0.0256
"УИК №1457",1457,2311,1700,371,336,647,22,996,22,1018,29,1011,0,0,5,21,0.0202,21,0.0202,119,0.1144,829,0.7971,21,0.0202
"УИК №1458",1458,792,1800,325,270,456,11,1278,11,781,22,770,0,0,5,14,0.0177,88,0.1111,12,0.0152,633,0.7992,23,0.029
"УИК №1459",1459,2753,2000,304,257,1132,23,798,23,1436,23,1436,0,0,5,31,0.0212,129,0.0884,10,0.0069,1243,0.852,23,0.0158
"УИК №1460",1460,2033,1500,231,193,677,48,737,48,908,19,937,0,0,5,19,0.0199,56,0.0586,18,0.0188,815,0.8525,29,0.0303
"УИК №1461",1461,2039,1500,239,202,301,5,1157,5,540,19,526,0,0,5,8,0.0147,62,0.1138,13,0.0239,434,0.7963,9,0.0165
"УИК №1462",1462,2083,1500,188,157,761,9,699,9,949,31,927,0,0,5,19,0.0198,111,0.1159,28,0.0292,723,0.7547,46,0.048
"УИК №1463",1463,2152,1600,193,168,832,8,735,8,1025,24,1009,0,0,5,20,0.0194,91,0.0881,20,0.0194,848,0.8209,30,0.029
"УИК №1464",1464,2045,1500,291,248,771,1,685,1,1062,27,1036,0,0,5,10,0.0094,66,0.0621,18,0.0169,918,0.8636,24,0.0226
"УИК №1465",1465,2175,1600,414,388,602,6,966,6,1010,26,990,0,0,5,23,0.0226,117,0.1152,31,0.0305,764,0.752,55,0.0541
"УИК №1466",1466,2493,1800,173,121,996,3,749,3,1167,11,1159,0,0,5,145,0.1239,198,0.1692,150,0.1282,510,0.4359,156,0.1333
"УИК №1467",1467,2353,1700,265,204,841,1,797,1,1106,16,1091,0,0,5,28,0.0253,163,0.1472,36,0.0325,767,0.6929,97,0.0876
"УИК №1468",1468,2234,1600,250,186,1041,5,490,5,1291,14,1282,0,0,5,29,0.0224,118,0.091,39,0.0301,1039,0.8017,57,0.044
"УИК №1469",1469,2443,1700,244,194,1018,8,624,8,1262,28,1242,0,0,5,15,0.0118,184,0.1449,22,0.0173,984,0.7748,37,0.0291
"УИК №1470",1470,2669,1900,295,218,897,9,917,9,1192,18,1183,0,0,5,13,0.0108,140,0.1166,28,0.0233,946,0.7877,56,0.0466
"УИК №1471",1471,2462,1800,386,339,835,10,908,10,1221,21,1210,0,0,5,13,0.0106,121,0.0983,11,0.0089,1041,0.8457,24,0.0195
"УИК №1472",1472,2101,1500,284,234,394,9,1047,9,674,15,668,0,0,5,12,0.0176,72,0.1054,7,0.0102,562,0.8228,15,0.022
"УИК №1473",1473,1996,1400,170,146,982,6,388,6,1152,22,1136,0,0,5,11,0.0095,59,0.0509,8,0.0069,1038,0.8964,20,0.0173
"УИК №1474",1474,2022,1400,191,143,873,8,471,8,1064,32,1040,0,0,5,31,0.0289,94,0.0877,21,0.0196,874,0.8153,20,0.0187
"УИК №1475",1475,2576,1800,195,149,1160,3,591,3,1163,25,1141,0,0,5,29,0.0249,116,0.0995,30,0.0257,915,0.7847,51,0.0437
"УИК №1476",1476,2273,1600,117,78,972,2,587,2,1089,23,1068,0,0,5,144,0.132,186,0.1705,144,0.132,451,0.4134,143,0.1311
"УИК №1477",1477,1401,1000,132,109,497,1,479,1,629,13,617,0,0,5,38,0.0603,102,0.1619,23,0.0365,426,0.6762,28,0.0444
"УИК №1478",1478,2444,1700,289,212,809,2,812,2,1128,30,1100,0,0,5,67,0.0593,114,0.1009,46,0.0407,803,0.7106,70,0.0619
"УИК №1479",1479,2714,1900,310,207,907,5,885,5,1214,24,1195,0,0,5,90,0.0738,161,0.1321,95,0.0779,738,0.6054,111,0.0911
"УИК №1480",1480,2748,1900,274,240,957,5,904,5,1230,30,1205,0,0,5,111,0.0899,186,0.1506,106,0.0858,681,0.5514,121,0.098
"УИК №1481",1481,2687,1900,190,142,1011,8,833,8,1059,8,1059,0,0,5,21,0.0197,127,0.119,32,0.0299,847,0.7938,32,0.0299
"УИК №1482",1482,2088,1500,376,341,585,6,874,6,934,36,904,0,0,5,18,0.0191,45,0.0479,16,0.017,798,0.8489,27,0.0287
"УИК №1483",1483,1847,1300,114,77,712,9,542,9,826,20,815,0,0,5,22,0.0263,98,0.1174,28,0.0335,639,0.7653,28,0.0335
"УИК №1484",1484,1847,1300,168,144,715,4,557,4,883,17,870,0,0,5,18,0.0203,112,0.1263,25,0.0282,689,0.7768,26,0.0293
"УИК №1485",1485,2193,1600,121,94,927,5,641,5,1048,21,1032,0,0,5,60,0.057,80,0.076,65,0.0617,757,0.7189,70,0.0665
"УИК №1486",1486,2178,1600,225,175,816,4,730,4,1041,13,1032,0,0,5,26,0.0249,94,0.0899,25,0.0239,851,0.8144,36,0.0344
"УИК №1487",1487,2244,1600,211,159,857,9,682,9,1068,28,1049,0,0,5,40,0.0371,109,0.1012,30,0.0279,835,0.7753,35,0.0325
"УИК №1488",1488,2291,1600,198,128,1220,3,307,3,1418,29,1392,0,0,5,23,0.0162,166,0.1168,42,0.0296,1114,0.784,47,0.0331
"УИК №1489",1489,2179,1600,192,126,954,8,572,8,1146,11,1143,0,0,5,18,0.0156,105,0.091,44,0.0381,936,0.8111,40,0.0347
"УИК №1490",1490,2389,1600,279,206,1332,14,181,14,1611,28,1597,0,0,5,32,0.0197,160,0.0985,16,0.0098,1312,0.8074,77,0.0474
"УИК №1491",1491,2255,1600,209,151,935,6,601,6,1144,75,1075,0,0,5,43,0.0374,151,0.1313,52,0.0452,789,0.6861,40,0.0348
"УИК №1492",1492,2411,1700,267,190,1108,23,492,23,1375,24,1374,0,0,5,44,0.0315,300,0.2146,80,0.0572,800,0.5722,150,0.1073
"УИК №1493",1493,2171,1600,222,194,1024,13,535,13,1246,20,1239,0,0,5,23,0.0183,270,0.2145,26,0.0207,873,0.6934,47,0.0373
"УИК №1494",1494,2290,1600,265,205,913,13,614,13,1178,33,1158,0,0,5,34,0.0285,110,0.0924,27,0.0227,955,0.8018,32,0.0269
"УИК №1495",1495,2251,1600,213,178,949,8,608,8,1162,19,1151,0,0,5,37,0.0316,255,0.2179,42,0.0359,773,0.6607,44,0.0376
"УИК №1496",1496,2595,1800,255,209,1078,18,658,18,1333,19,1332,0,0,5,24,0.0178,93,0.0688,148,0.1095,987,0.7306,80,0.0592
"УИК №1497",1497,2515,1800,221,167,1080,7,659,7,1301,26,1282,0,0,5,14,0.0107,194,0.1483,34,0.026,1001,0.7653,39,0.0298
"УИК №1498",1498,2312,1700,272,197,1268,9,348,9,1540,22,1527,0,0,5,15,0.0097,153,0.0988,43,0.0278,1285,0.8296,31,0.02
"УИК №1499",1499,2315,1600,280,207,1430,4,93,4,1410,32,1382,0,0,5,11,0.0078,70,0.0495,9,0.0064,1273,0.9003,19,0.0134
"УИК №1500",1500,2380,1700,286,235,1088,6,555,6,1372,24,1354,0,0,5,151,0.1096,216,0.1567,156,0.1132,662,0.4804,169,0.1226
"УИК №1501",1501,2257,1600,297,224,1336,15,176,15,1633,30,1618,0,0,5,19,0.0115,194,0.1177,19,0.0115,1343,0.8149,43,0.0261
"УИК №1502",1502,2305,1700,202,139,1131,4,502,4,1333,28,1309,0,0,5,52,0.0389,142,0.1062,63,0.0471,965,0.7218,87,0.0651
"УИК №1503",1503,2082,1400,285,128,904,18,321,18,904,17,905,0,0,5,64,0.0694,114,0.1236,65,0.0705,593,0.6432,69,0.0748
"УИК №1504",1504,2546,1800,184,140,1290,3,463,3,1474,28,1449,0,0,5,173,0.1171,234,0.1584,185,0.1253,665,0.4502,192,0.1299
"УИК №1505",1505,2445,1700,230,178,1037,4,607,4,1033,23,1014,0,0,5,5,0.0048,39,0.0376,6,0.0058,940,0.9065,24,0.0231
"УИК №1506",1506,2184,1600,225,164,1028,14,497,14,1253,18,1249,0,0,5,49,0.0387,261,0.206,57,0.045,800,0.6314,82,0.0647
"УИК №1507",1507,2075,1500,274,213,916,13,510,13,1190,20,1183,0,0,5,20,0.0166,209,0.1737,60,0.0499,760,0.6318,134,0.1114
"УИК №1508",1508,379,500,263,88,108,0,217,0,371,15,356,0,0,5,5,0.0135,16,0.0431,4,0.0108,325,0.876,6,0.0162
"УИК №1509",1509,2810,2000,263,197,1362,5,567,5,1625,27,1603,0,0,5,34,0.0209,148,0.0908,15,0.0092,1359,0.8337,47,0.0288
"УИК №1510",1510,2502,1800,229,183,1214,8,532,8,1443,29,1422,0,0,5,49,0.0338,250,0.1723,45,0.031,1031,0.7105,47,0.0324
"УИК №1511",1511,2354,1700,187,142,1058,2,595,2,1245,12,1235,0,0,5,18,0.0144,111,0.089,12,0.0096,1048,0.8404,46,0.0369
"УИК №1512",1512,2592,1900,249,172,1095,3,725,3,1344,32,1315,0,0,5,29,0.0215,141,0.1047,23,0.0171,1069,0.7936,53,0.0393
"УИК №1513",1513,2529,1800,217,129,1239,11,462,11,1456,18,1449,0,0,5,17,0.0116,183,0.1247,19,0.013,1200,0.818,30,0.0204
"УИК №1514",1514,2097,1500,165,107,1047,4,391,4,1212,18,1198,0,0,5,47,0.0387,221,0.1817,50,0.0411,824,0.6776,56,0.0461
"УИК №1515",1515,2718,1900,358,234,1213,5,558,5,1571,26,1550,0,0,5,52,0.033,186,0.118,56,0.0355,1214,0.7703,42,0.0266
"УИК №1516",1516,2310,1600,185,110,1151,3,371,3,1336,20,1319,0,0,5,13,0.0097,156,0.1165,48,0.0358,1075,0.8028,27,0.0202
"УИК №1517",1517,1983,1300,169,68,977,4,218,4,1146,11,1139,0,0,5,47,0.0409,289,0.2513,80,0.0696,650,0.5652,73,0.0635
"УИК №1518",1518,2481,1700,193,129,1226,20,390,20,1419,26,1413,0,0,5,53,0.0368,400,0.278,60,0.0417,800,0.5559,100,0.0695
"УИК №1519",1519,2641,1900,206,126,1320,5,495,5,1526,26,1505,0,0,5,192,0.1254,229,0.1496,193,0.1261,690,0.4507,201,0.1313
"УИК №1520",1520,2551,1800,245,152,1227,8,472,8,1472,23,1457,0,0,5,196,0.1324,232,0.1568,199,0.1345,637,0.4304,193,0.1304
"УИК №1521",1521,1795,1300,136,88,900,5,347,5,1036,15,1026,0,0,5,131,0.1258,164,0.1575,133,0.1278,461,0.4428,137,0.1316
"УИК №1522",1522,2178,1500,137,96,995,1,463,1,1132,23,1110,0,0,5,14,0.0124,74,0.0653,22,0.0194,975,0.8605,25,0.0221
"УИК №1523",1523,2337,1700,220,144,1132,3,489,3,1352,19,1336,0,0,5,100,0.0738,203,0.1498,100,0.0738,821,0.6059,112,0.0827
"УИК №1524",1524,2390,1700,209,133,1176,1,447,1,1385,19,1367,0,0,5,113,0.0815,212,0.153,47,0.0339,931,0.6717,64,0.0462
"УИК №1525",1525,2528,1800,200,128,1135,5,588,5,1130,22,1113,0,0,5,22,0.0194,111,0.0978,13,0.0115,934,0.8229,33,0.0291
"УИК №1526",1526,2605,1800,144,86,617,6,1119,6,761,37,730,0,0,5,17,0.0222,82,0.1069,34,0.0443,566,0.7379,31,0.0404
"УИК №1527",1527,2665,1900,187,130,1354,5,484,5,1671,23,1653,0,0,5,185,0.1104,254,0.1516,200,0.1193,809,0.4827,205,0.1223
"УИК №1528",1528,1797,1300,128,98,1093,1,176,1,1221,10,1212,0,0,5,24,0.0196,145,0.1187,36,0.0295,945,0.7733,62,0.0507
"УИК №1529",1529,2592,1900,203,147,1296,4,544,4,1502,16,1490,0,0,5,43,0.0286,287,0.1906,55,0.0365,996,0.6614,109,0.0724
